county,fips,date,type,pct_diff
Glenn County,06021,2020-04-05,grocery,25
Glenn County,06021,2020-04-05,parks,NA
Glenn County,06021,2020-04-05,transit,-27
Glenn County,06021,2020-04-05,workplaces,-33
Glenn County,06021,2020-04-05,residential,NA
Glenn County,06021,2020-04-06,retail,NA
Glenn County,06021,2020-04-06,grocery,NA
Glenn County,06021,2020-04-06,parks,NA
Glenn County,06021,2020-04-06,transit,-20
Glenn County,06021,2020-04-06,workplaces,-35
Glenn County,06021,2020-04-06,residential,NA
Glenn County,06021,2020-04-07,retail,NA
Glenn County,06021,2020-04-07,grocery,NA
Glenn County,06021,2020-04-07,parks,NA
Glenn County,06021,2020-04-07,transit,-8
Glenn County,06021,2020-04-07,workplaces,-36
Glenn County,06021,2020-04-07,residential,NA
Glenn County,06021,2020-04-08,retail,NA
Glenn County,06021,2020-04-08,grocery,NA
Glenn County,06021,2020-04-08,parks,NA
Glenn County,06021,2020-04-08,transit,-11
Glenn County,06021,2020-04-08,workplaces,-38
Glenn County,06021,2020-04-08,residential,NA
Glenn County,06021,2020-04-09,retail,NA
Glenn County,06021,2020-04-09,grocery,NA
Glenn County,06021,2020-04-09,parks,NA
Glenn County,06021,2020-04-09,transit,-13
Glenn County,06021,2020-04-09,workplaces,-38
Glenn County,06021,2020-04-09,residential,NA
Glenn County,06021,2020-04-10,retail,NA
Glenn County,06021,2020-04-10,grocery,NA
Glenn County,06021,2020-04-10,parks,NA
Glenn County,06021,2020-04-10,transit,-10
Glenn County,06021,2020-04-10,workplaces,-40
Glenn County,06021,2020-04-10,residential,NA
Glenn County,06021,2020-04-11,retail,-47
Glenn County,06021,2020-04-11,grocery,NA
Glenn County,06021,2020-04-11,parks,NA
Glenn County,06021,2020-04-11,transit,-16
Glenn County,06021,2020-04-11,workplaces,-26
Glenn County,06021,2020-04-11,residential,NA
Glenn County,06021,2020-04-12,retail,NA
Glenn County,06021,2020-04-12,grocery,NA
Glenn County,06021,2020-04-12,parks,NA
Glenn County,06021,2020-04-12,transit,-17
Glenn County,06021,2020-04-12,workplaces,-38
Glenn County,06021,2020-04-12,residential,NA
Glenn County,06021,2020-04-13,retail,NA
Glenn County,06021,2020-04-13,grocery,NA
Glenn County,06021,2020-04-13,parks,NA
Glenn County,06021,2020-04-13,transit,-7
Glenn County,06021,2020-04-13,workplaces,-40
Glenn County,06021,2020-04-13,residential,NA
Glenn County,06021,2020-04-14,retail,NA
Glenn County,06021,2020-04-14,grocery,NA
Glenn County,06021,2020-04-14,parks,NA
Glenn County,06021,2020-04-14,transit,-5
Glenn County,06021,2020-04-14,workplaces,-37
Glenn County,06021,2020-04-14,residential,NA
Glenn County,06021,2020-04-15,retail,NA
Glenn County,06021,2020-04-15,grocery,NA
Glenn County,06021,2020-04-15,parks,NA
Glenn County,06021,2020-04-15,transit,-10
Glenn County,06021,2020-04-15,workplaces,-37
Glenn County,06021,2020-04-15,residential,NA
Glenn County,06021,2020-04-16,retail,NA
Glenn County,06021,2020-04-16,grocery,NA
Glenn County,06021,2020-04-16,parks,NA
Glenn County,06021,2020-04-16,transit,-9
Glenn County,06021,2020-04-16,workplaces,-36
Glenn County,06021,2020-04-16,residential,NA
Glenn County,06021,2020-04-17,retail,-45
Glenn County,06021,2020-04-17,grocery,NA
Glenn County,06021,2020-04-17,parks,NA
Glenn County,06021,2020-04-17,transit,-1
Glenn County,06021,2020-04-17,workplaces,-37
Glenn County,06021,2020-04-17,residential,NA
Glenn County,06021,2020-04-18,retail,-45
Glenn County,06021,2020-04-18,grocery,NA
Glenn County,06021,2020-04-18,parks,NA
Glenn County,06021,2020-04-18,transit,-5
Glenn County,06021,2020-04-18,workplaces,-21
Glenn County,06021,2020-04-18,residential,NA
Glenn County,06021,2020-04-19,retail,NA
Glenn County,06021,2020-04-19,grocery,NA
Glenn County,06021,2020-04-19,parks,NA
Glenn County,06021,2020-04-19,transit,-16
Glenn County,06021,2020-04-19,workplaces,-30
Glenn County,06021,2020-04-19,residential,NA
Glenn County,06021,2020-04-20,retail,NA
Glenn County,06021,2020-04-20,grocery,NA
Glenn County,06021,2020-04-20,parks,NA
Glenn County,06021,2020-04-20,transit,-4
Glenn County,06021,2020-04-20,workplaces,-35
Glenn County,06021,2020-04-20,residential,NA
Glenn County,06021,2020-04-21,retail,NA
Glenn County,06021,2020-04-21,grocery,NA
Glenn County,06021,2020-04-21,parks,NA
Glenn County,06021,2020-04-21,transit,-3
Glenn County,06021,2020-04-21,workplaces,-35
Glenn County,06021,2020-04-21,residential,NA
Glenn County,06021,2020-04-22,retail,NA
Glenn County,06021,2020-04-22,grocery,NA
Glenn County,06021,2020-04-22,parks,NA
Glenn County,06021,2020-04-22,transit,5
Glenn County,06021,2020-04-22,workplaces,-33
Glenn County,06021,2020-04-22,residential,NA
Glenn County,06021,2020-04-23,retail,NA
Glenn County,06021,2020-04-23,grocery,NA
Glenn County,06021,2020-04-23,parks,NA
Glenn County,06021,2020-04-23,transit,-1
Glenn County,06021,2020-04-23,workplaces,-35
Glenn County,06021,2020-04-23,residential,NA
Glenn County,06021,2020-04-24,retail,-44
Glenn County,06021,2020-04-24,grocery,NA
Glenn County,06021,2020-04-24,parks,NA
Glenn County,06021,2020-04-24,transit,8
Glenn County,06021,2020-04-24,workplaces,-34
Glenn County,06021,2020-04-24,residential,NA
Glenn County,06021,2020-04-25,retail,-44
Glenn County,06021,2020-04-25,grocery,NA
Glenn County,06021,2020-04-25,parks,NA
Glenn County,06021,2020-04-25,transit,-8
Glenn County,06021,2020-04-25,workplaces,-26
Glenn County,06021,2020-04-25,residential,NA
Glenn County,06021,2020-04-26,retail,NA
Glenn County,06021,2020-04-26,grocery,NA
Glenn County,06021,2020-04-26,parks,NA
Glenn County,06021,2020-04-26,transit,-2
Glenn County,06021,2020-04-26,workplaces,-29
Glenn County,06021,2020-04-26,residential,NA
Glenn County,06021,2020-04-27,retail,NA
Glenn County,06021,2020-04-27,grocery,NA
Glenn County,06021,2020-04-27,parks,NA
Glenn County,06021,2020-04-27,transit,-6
Glenn County,06021,2020-04-27,workplaces,-36
Glenn County,06021,2020-04-27,residential,NA
Glenn County,06021,2020-04-28,retail,NA
Glenn County,06021,2020-04-28,grocery,NA
Glenn County,06021,2020-04-28,parks,NA
Glenn County,06021,2020-04-28,transit,3
Glenn County,06021,2020-04-28,workplaces,-36
Glenn County,06021,2020-04-28,residential,NA
Glenn County,06021,2020-04-29,retail,NA
Glenn County,06021,2020-04-29,grocery,NA
Glenn County,06021,2020-04-29,parks,NA
Glenn County,06021,2020-04-29,transit,-4
Glenn County,06021,2020-04-29,workplaces,-36
Glenn County,06021,2020-04-29,residential,NA
Glenn County,06021,2020-04-30,retail,NA
Glenn County,06021,2020-04-30,grocery,NA
Glenn County,06021,2020-04-30,parks,NA
Glenn County,06021,2020-04-30,transit,6
Glenn County,06021,2020-04-30,workplaces,-33
Glenn County,06021,2020-04-30,residential,NA
Glenn County,06021,2020-05-01,retail,-36
Glenn County,06021,2020-05-01,grocery,NA
Glenn County,06021,2020-05-01,parks,NA
Glenn County,06021,2020-05-01,transit,4
Glenn County,06021,2020-05-01,workplaces,-33
Glenn County,06021,2020-05-01,residential,NA
Glenn County,06021,2020-05-02,retail,-39
Glenn County,06021,2020-05-02,grocery,NA
Glenn County,06021,2020-05-02,parks,NA
Glenn County,06021,2020-05-02,transit,-2
Glenn County,06021,2020-05-02,workplaces,-13
Glenn County,06021,2020-05-02,residential,NA
Glenn County,06021,2020-05-03,retail,NA
Glenn County,06021,2020-05-03,grocery,NA
Glenn County,06021,2020-05-03,parks,NA
Glenn County,06021,2020-05-03,transit,10
Glenn County,06021,2020-05-03,workplaces,-24
Glenn County,06021,2020-05-03,residential,NA
Glenn County,06021,2020-05-04,retail,NA
Glenn County,06021,2020-05-04,grocery,NA
Glenn County,06021,2020-05-04,parks,NA
Glenn County,06021,2020-05-04,transit,12
Glenn County,06021,2020-05-04,workplaces,-33
Glenn County,06021,2020-05-04,residential,NA
Glenn County,06021,2020-05-05,retail,NA
Glenn County,06021,2020-05-05,grocery,NA
Glenn County,06021,2020-05-05,parks,NA
Glenn County,06021,2020-05-05,transit,12
Glenn County,06021,2020-05-05,workplaces,-34
Glenn County,06021,2020-05-05,residential,NA
Glenn County,06021,2020-05-06,retail,NA
Glenn County,06021,2020-05-06,grocery,NA
Glenn County,06021,2020-05-06,parks,NA
Glenn County,06021,2020-05-06,transit,3
Glenn County,06021,2020-05-06,workplaces,-35
Glenn County,06021,2020-05-06,residential,NA
Glenn County,06021,2020-05-07,retail,NA
Glenn County,06021,2020-05-07,grocery,NA
Glenn County,06021,2020-05-07,parks,NA
Glenn County,06021,2020-05-07,transit,10
Glenn County,06021,2020-05-07,workplaces,-33
Glenn County,06021,2020-05-07,residential,NA
Glenn County,06021,2020-05-08,retail,NA
Glenn County,06021,2020-05-08,grocery,NA
Glenn County,06021,2020-05-08,parks,NA
Glenn County,06021,2020-05-08,transit,6
Glenn County,06021,2020-05-08,workplaces,-32
Glenn County,06021,2020-05-08,residential,NA
Glenn County,06021,2020-05-09,retail,NA
Glenn County,06021,2020-05-09,grocery,NA
Glenn County,06021,2020-05-09,parks,NA
Glenn County,06021,2020-05-09,transit,6
Glenn County,06021,2020-05-09,workplaces,-19
Glenn County,06021,2020-05-09,residential,NA
Glenn County,06021,2020-05-10,retail,NA
Glenn County,06021,2020-05-10,grocery,NA
Glenn County,06021,2020-05-10,parks,NA
Glenn County,06021,2020-05-10,transit,0
Glenn County,06021,2020-05-10,workplaces,-24
Glenn County,06021,2020-05-10,residential,NA
Glenn County,06021,2020-05-11,retail,NA
Glenn County,06021,2020-05-11,grocery,NA
Glenn County,06021,2020-05-11,parks,NA
Glenn County,06021,2020-05-11,transit,12
Glenn County,06021,2020-05-11,workplaces,-33
Glenn County,06021,2020-05-11,residential,NA
Glenn County,06021,2020-05-12,retail,NA
Glenn County,06021,2020-05-12,grocery,NA
Glenn County,06021,2020-05-12,parks,NA
Glenn County,06021,2020-05-12,transit,3
Glenn County,06021,2020-05-12,workplaces,-33
Glenn County,06021,2020-05-12,residential,NA
Glenn County,06021,2020-05-13,retail,NA
Glenn County,06021,2020-05-13,grocery,NA
Glenn County,06021,2020-05-13,parks,NA
Glenn County,06021,2020-05-13,transit,-3
Glenn County,06021,2020-05-13,workplaces,-33
Glenn County,06021,2020-05-13,residential,NA
Glenn County,06021,2020-05-14,retail,-14
Glenn County,06021,2020-05-14,grocery,9
Glenn County,06021,2020-05-14,parks,NA
Glenn County,06021,2020-05-14,transit,-2
Glenn County,06021,2020-05-14,workplaces,-33
Glenn County,06021,2020-05-14,residential,NA
Glenn County,06021,2020-05-15,retail,-23
Glenn County,06021,2020-05-15,grocery,11
Glenn County,06021,2020-05-15,parks,NA
Glenn County,06021,2020-05-15,transit,1
Glenn County,06021,2020-05-15,workplaces,-34
Glenn County,06021,2020-05-15,residential,NA
Glenn County,06021,2020-05-16,retail,-17
Glenn County,06021,2020-05-16,grocery,17
Glenn County,06021,2020-05-16,parks,NA
Glenn County,06021,2020-05-16,transit,7
Glenn County,06021,2020-05-16,workplaces,-17
Glenn County,06021,2020-05-16,residential,NA
Glenn County,06021,2020-05-17,retail,-4
Glenn County,06021,2020-05-17,grocery,19
Glenn County,06021,2020-05-17,parks,NA
Glenn County,06021,2020-05-17,transit,6
Glenn County,06021,2020-05-17,workplaces,-25
Glenn County,06021,2020-05-17,residential,NA
Glenn County,06021,2020-05-18,retail,-11
Glenn County,06021,2020-05-18,grocery,12
Glenn County,06021,2020-05-18,parks,NA
Glenn County,06021,2020-05-18,transit,13
Glenn County,06021,2020-05-18,workplaces,-33
Glenn County,06021,2020-05-18,residential,NA
Glenn County,06021,2020-05-19,retail,-16
Glenn County,06021,2020-05-19,grocery,16
Glenn County,06021,2020-05-19,parks,NA
Glenn County,06021,2020-05-19,transit,17
Glenn County,06021,2020-05-19,workplaces,-34
Glenn County,06021,2020-05-19,residential,NA
Glenn County,06021,2020-05-20,retail,-10
Glenn County,06021,2020-05-20,grocery,18
Glenn County,06021,2020-05-20,parks,NA
Glenn County,06021,2020-05-20,transit,-5
Glenn County,06021,2020-05-20,workplaces,-33
Glenn County,06021,2020-05-20,residential,NA
Glenn County,06021,2020-05-21,retail,-11
Glenn County,06021,2020-05-21,grocery,13
Glenn County,06021,2020-05-21,parks,NA
Glenn County,06021,2020-05-21,transit,15
Glenn County,06021,2020-05-21,workplaces,-32
Glenn County,06021,2020-05-21,residential,NA
Glenn County,06021,2020-05-22,retail,-7
Glenn County,06021,2020-05-22,grocery,18
Glenn County,06021,2020-05-22,parks,NA
Glenn County,06021,2020-05-22,transit,30
Glenn County,06021,2020-05-22,workplaces,-34
Glenn County,06021,2020-05-22,residential,NA
Glenn County,06021,2020-05-23,retail,-9
Glenn County,06021,2020-05-23,grocery,25
Glenn County,06021,2020-05-23,parks,NA
Glenn County,06021,2020-05-23,transit,21
Glenn County,06021,2020-05-23,workplaces,-19
Glenn County,06021,2020-05-23,residential,NA
Glenn County,06021,2020-05-24,retail,11
Glenn County,06021,2020-05-24,grocery,26
Glenn County,06021,2020-05-24,parks,NA
Glenn County,06021,2020-05-24,transit,18
Glenn County,06021,2020-05-24,workplaces,-25
Glenn County,06021,2020-05-24,residential,NA
Glenn County,06021,2020-05-25,retail,0
Glenn County,06021,2020-05-25,grocery,17
Glenn County,06021,2020-05-25,parks,NA
Glenn County,06021,2020-05-25,transit,29
Glenn County,06021,2020-05-25,workplaces,-68
Glenn County,06021,2020-05-25,residential,NA
Glenn County,06021,2020-05-26,retail,-14
Glenn County,06021,2020-05-26,grocery,16
Glenn County,06021,2020-05-26,parks,NA
Glenn County,06021,2020-05-26,transit,7
Glenn County,06021,2020-05-26,workplaces,-33
Glenn County,06021,2020-05-26,residential,NA
Glenn County,06021,2020-05-27,retail,-14
Glenn County,06021,2020-05-27,grocery,19
Glenn County,06021,2020-05-27,parks,NA
Glenn County,06021,2020-05-27,transit,8
Glenn County,06021,2020-05-27,workplaces,-31
Glenn County,06021,2020-05-27,residential,NA
Glenn County,06021,2020-05-28,retail,-6
Glenn County,06021,2020-05-28,grocery,12
Glenn County,06021,2020-05-28,parks,NA
Glenn County,06021,2020-05-28,transit,13
Glenn County,06021,2020-05-28,workplaces,-31
Glenn County,06021,2020-05-28,residential,NA
Glenn County,06021,2020-05-29,retail,-14
Glenn County,06021,2020-05-29,grocery,16
Glenn County,06021,2020-05-29,parks,NA
Glenn County,06021,2020-05-29,transit,10
Glenn County,06021,2020-05-29,workplaces,-31
Glenn County,06021,2020-05-29,residential,NA
Glenn County,06021,2020-05-30,retail,-20
Glenn County,06021,2020-05-30,grocery,21
Glenn County,06021,2020-05-30,parks,NA
Glenn County,06021,2020-05-30,transit,10
Glenn County,06021,2020-05-30,workplaces,-8
Glenn County,06021,2020-05-30,residential,NA
Glenn County,06021,2020-05-31,retail,6
Glenn County,06021,2020-05-31,grocery,27
Glenn County,06021,2020-05-31,parks,NA
Glenn County,06021,2020-05-31,transit,26
Glenn County,06021,2020-05-31,workplaces,-14
Glenn County,06021,2020-05-31,residential,NA
Glenn County,06021,2020-06-01,retail,-3
Glenn County,06021,2020-06-01,grocery,19
Glenn County,06021,2020-06-01,parks,NA
Glenn County,06021,2020-06-01,transit,29
Glenn County,06021,2020-06-01,workplaces,-27
Glenn County,06021,2020-06-01,residential,NA
Glenn County,06021,2020-06-02,retail,-2
Glenn County,06021,2020-06-02,grocery,29
Glenn County,06021,2020-06-02,parks,NA
Glenn County,06021,2020-06-02,transit,16
Glenn County,06021,2020-06-02,workplaces,-31
Glenn County,06021,2020-06-02,residential,NA
Glenn County,06021,2020-06-03,retail,-4
Glenn County,06021,2020-06-03,grocery,23
Glenn County,06021,2020-06-03,parks,NA
Glenn County,06021,2020-06-03,transit,1
Glenn County,06021,2020-06-03,workplaces,-27
Glenn County,06021,2020-06-03,residential,NA
Glenn County,06021,2020-06-04,retail,-6
Glenn County,06021,2020-06-04,grocery,17
Glenn County,06021,2020-06-04,parks,NA
Glenn County,06021,2020-06-04,transit,12
Glenn County,06021,2020-06-04,workplaces,-31
Glenn County,06021,2020-06-04,residential,NA
Glenn County,06021,2020-06-05,retail,-7
Glenn County,06021,2020-06-05,grocery,17
Glenn County,06021,2020-06-05,parks,NA
Glenn County,06021,2020-06-05,transit,18
Glenn County,06021,2020-06-05,workplaces,-28
Glenn County,06021,2020-06-05,residential,NA
Glenn County,06021,2020-06-06,retail,-9
Glenn County,06021,2020-06-06,grocery,23
Glenn County,06021,2020-06-06,parks,NA
Glenn County,06021,2020-06-06,transit,14
Glenn County,06021,2020-06-06,workplaces,-11
Glenn County,06021,2020-06-06,residential,NA
Glenn County,06021,2020-06-07,retail,12
Glenn County,06021,2020-06-07,grocery,28
Glenn County,06021,2020-06-07,parks,NA
Glenn County,06021,2020-06-07,transit,18
Glenn County,06021,2020-06-07,workplaces,-14
Glenn County,06021,2020-06-07,residential,NA
Glenn County,06021,2020-06-08,retail,-8
Glenn County,06021,2020-06-08,grocery,13
Glenn County,06021,2020-06-08,parks,NA
Glenn County,06021,2020-06-08,transit,17
Glenn County,06021,2020-06-08,workplaces,-30
Glenn County,06021,2020-06-08,residential,NA
Glenn County,06021,2020-06-09,retail,-11
Glenn County,06021,2020-06-09,grocery,19
Glenn County,06021,2020-06-09,parks,NA
Glenn County,06021,2020-06-09,transit,10
Glenn County,06021,2020-06-09,workplaces,-29
Glenn County,06021,2020-06-09,residential,NA
Glenn County,06021,2020-06-10,retail,-12
Glenn County,06021,2020-06-10,grocery,18
Glenn County,06021,2020-06-10,parks,NA
Glenn County,06021,2020-06-10,transit,-2
Glenn County,06021,2020-06-10,workplaces,-30
Glenn County,06021,2020-06-10,residential,NA
Glenn County,06021,2020-06-11,retail,-9
Glenn County,06021,2020-06-11,grocery,18
Glenn County,06021,2020-06-11,parks,NA
Glenn County,06021,2020-06-11,transit,21
Glenn County,06021,2020-06-11,workplaces,-32
Glenn County,06021,2020-06-11,residential,NA
Glenn County,06021,2020-06-12,retail,-11
Glenn County,06021,2020-06-12,grocery,12
Glenn County,06021,2020-06-12,parks,NA
Glenn County,06021,2020-06-12,transit,27
Glenn County,06021,2020-06-12,workplaces,-27
Glenn County,06021,2020-06-12,residential,NA
Glenn County,06021,2020-06-13,retail,-15
Glenn County,06021,2020-06-13,grocery,19
Glenn County,06021,2020-06-13,parks,NA
Glenn County,06021,2020-06-13,transit,20
Glenn County,06021,2020-06-13,workplaces,-7
Glenn County,06021,2020-06-13,residential,NA
Glenn County,06021,2020-06-14,retail,12
Glenn County,06021,2020-06-14,grocery,17
Glenn County,06021,2020-06-14,parks,NA
Glenn County,06021,2020-06-14,transit,34
Glenn County,06021,2020-06-14,workplaces,-9
Glenn County,06021,2020-06-14,residential,NA
Glenn County,06021,2020-06-15,retail,-9
Glenn County,06021,2020-06-15,grocery,10
Glenn County,06021,2020-06-15,parks,NA
Glenn County,06021,2020-06-15,transit,24
Glenn County,06021,2020-06-15,workplaces,-29
Glenn County,06021,2020-06-15,residential,NA
Glenn County,06021,2020-06-16,retail,-9
Glenn County,06021,2020-06-16,grocery,15
Glenn County,06021,2020-06-16,parks,NA
Glenn County,06021,2020-06-16,transit,9
Glenn County,06021,2020-06-16,workplaces,-28
Glenn County,06021,2020-06-16,residential,NA
Glenn County,06021,2020-06-17,retail,-8
Glenn County,06021,2020-06-17,grocery,19
Glenn County,06021,2020-06-17,parks,NA
Glenn County,06021,2020-06-17,transit,18
Glenn County,06021,2020-06-17,workplaces,-28
Glenn County,06021,2020-06-17,residential,NA
Glenn County,06021,2020-06-18,retail,-8
Glenn County,06021,2020-06-18,grocery,14
Glenn County,06021,2020-06-18,parks,NA
Glenn County,06021,2020-06-18,transit,19
Glenn County,06021,2020-06-18,workplaces,-28
Glenn County,06021,2020-06-18,residential,NA
Glenn County,06021,2020-06-19,retail,-8
Glenn County,06021,2020-06-19,grocery,17
Glenn County,06021,2020-06-19,parks,NA
Glenn County,06021,2020-06-19,transit,31
Glenn County,06021,2020-06-19,workplaces,-31
Glenn County,06021,2020-06-19,residential,NA
Glenn County,06021,2020-06-20,retail,-7
Glenn County,06021,2020-06-20,grocery,32
Glenn County,06021,2020-06-20,parks,NA
Glenn County,06021,2020-06-20,transit,24
Glenn County,06021,2020-06-20,workplaces,-7
Glenn County,06021,2020-06-20,residential,NA
Glenn County,06021,2020-06-21,retail,11
Glenn County,06021,2020-06-21,grocery,32
Glenn County,06021,2020-06-21,parks,NA
Glenn County,06021,2020-06-21,transit,42
Glenn County,06021,2020-06-21,workplaces,-12
Glenn County,06021,2020-06-21,residential,NA
Glenn County,06021,2020-06-22,retail,-10
Glenn County,06021,2020-06-22,grocery,5
Glenn County,06021,2020-06-22,parks,NA
Glenn County,06021,2020-06-22,transit,40
Glenn County,06021,2020-06-22,workplaces,-34
Glenn County,06021,2020-06-22,residential,NA
Glenn County,06021,2020-06-23,retail,-14
Glenn County,06021,2020-06-23,grocery,13
Glenn County,06021,2020-06-23,parks,NA
Glenn County,06021,2020-06-23,transit,24
Glenn County,06021,2020-06-23,workplaces,-32
Glenn County,06021,2020-06-23,residential,NA
Glenn County,06021,2020-06-24,retail,-6
Glenn County,06021,2020-06-24,grocery,10
Glenn County,06021,2020-06-24,parks,NA
Glenn County,06021,2020-06-24,transit,13
Glenn County,06021,2020-06-24,workplaces,-28
Glenn County,06021,2020-06-24,residential,NA
Glenn County,06021,2020-06-25,retail,-6
Glenn County,06021,2020-06-25,grocery,11
Glenn County,06021,2020-06-25,parks,NA
Glenn County,06021,2020-06-25,transit,27
Glenn County,06021,2020-06-25,workplaces,-28
Glenn County,06021,2020-06-25,residential,NA
Glenn County,06021,2020-06-26,retail,-15
Glenn County,06021,2020-06-26,grocery,8
Glenn County,06021,2020-06-26,parks,NA
Glenn County,06021,2020-06-26,transit,34
Glenn County,06021,2020-06-26,workplaces,-29
Glenn County,06021,2020-06-26,residential,NA
Glenn County,06021,2020-06-27,retail,-13
Glenn County,06021,2020-06-27,grocery,16
Glenn County,06021,2020-06-27,parks,NA
Glenn County,06021,2020-06-27,transit,41
Glenn County,06021,2020-06-27,workplaces,-9
Glenn County,06021,2020-06-27,residential,NA
Glenn County,06021,2020-06-28,retail,12
Glenn County,06021,2020-06-28,grocery,9
Glenn County,06021,2020-06-28,parks,NA
Glenn County,06021,2020-06-28,transit,51
Glenn County,06021,2020-06-28,workplaces,-6
Glenn County,06021,2020-06-28,residential,NA
Glenn County,06021,2020-06-29,retail,-10
Glenn County,06021,2020-06-29,grocery,13
Glenn County,06021,2020-06-29,parks,NA
Glenn County,06021,2020-06-29,transit,35
Glenn County,06021,2020-06-29,workplaces,-30
Glenn County,06021,2020-06-29,residential,NA
Glenn County,06021,2020-06-30,retail,-12
Glenn County,06021,2020-06-30,grocery,15
Glenn County,06021,2020-06-30,parks,NA
Glenn County,06021,2020-06-30,transit,28
Glenn County,06021,2020-06-30,workplaces,-29
Glenn County,06021,2020-06-30,residential,NA
Glenn County,06021,2020-07-01,retail,-2
Glenn County,06021,2020-07-01,grocery,20
Glenn County,06021,2020-07-01,parks,NA
Glenn County,06021,2020-07-01,transit,31
Glenn County,06021,2020-07-01,workplaces,-31
Glenn County,06021,2020-07-01,residential,NA
Glenn County,06021,2020-07-02,retail,-1
Glenn County,06021,2020-07-02,grocery,24
Glenn County,06021,2020-07-02,parks,NA
Glenn County,06021,2020-07-02,transit,44
Glenn County,06021,2020-07-02,workplaces,-35
Glenn County,06021,2020-07-02,residential,NA
Glenn County,06021,2020-07-03,retail,-6
Glenn County,06021,2020-07-03,grocery,27
Glenn County,06021,2020-07-03,parks,NA
Glenn County,06021,2020-07-03,transit,53
Glenn County,06021,2020-07-03,workplaces,-52
Glenn County,06021,2020-07-03,residential,NA
Glenn County,06021,2020-07-04,retail,-26
Glenn County,06021,2020-07-04,grocery,36
Glenn County,06021,2020-07-04,parks,NA
Glenn County,06021,2020-07-04,transit,-3
Glenn County,06021,2020-07-04,workplaces,-25
Glenn County,06021,2020-07-04,residential,NA
Glenn County,06021,2020-07-05,retail,1
Glenn County,06021,2020-07-05,grocery,8
Glenn County,06021,2020-07-05,parks,NA
Glenn County,06021,2020-07-05,transit,55
Glenn County,06021,2020-07-05,workplaces,-19
Glenn County,06021,2020-07-05,residential,NA
Glenn County,06021,2020-07-06,retail,-7
Glenn County,06021,2020-07-06,grocery,9
Glenn County,06021,2020-07-06,parks,NA
Glenn County,06021,2020-07-06,transit,44
Glenn County,06021,2020-07-06,workplaces,-35
Glenn County,06021,2020-07-06,residential,NA
Glenn County,06021,2020-07-07,retail,-16
Glenn County,06021,2020-07-07,grocery,11
Glenn County,06021,2020-07-07,parks,NA
Glenn County,06021,2020-07-07,transit,32
Glenn County,06021,2020-07-07,workplaces,-33
Glenn County,06021,2020-07-07,residential,NA
Glenn County,06021,2020-07-08,retail,-9
Glenn County,06021,2020-07-08,grocery,16
Glenn County,06021,2020-07-08,parks,NA
Glenn County,06021,2020-07-08,transit,13
Glenn County,06021,2020-07-08,workplaces,-32
Glenn County,06021,2020-07-08,residential,NA
Glenn County,06021,2020-07-09,retail,-14
Glenn County,06021,2020-07-09,grocery,4
Glenn County,06021,2020-07-09,parks,NA
Glenn County,06021,2020-07-09,transit,29
Glenn County,06021,2020-07-09,workplaces,-34
Glenn County,06021,2020-07-09,residential,NA
Glenn County,06021,2020-07-10,retail,-18
Glenn County,06021,2020-07-10,grocery,13
Glenn County,06021,2020-07-10,parks,NA
Glenn County,06021,2020-07-10,transit,20
Glenn County,06021,2020-07-10,workplaces,-36
Glenn County,06021,2020-07-10,residential,NA
Glenn County,06021,2020-07-11,retail,-22
Glenn County,06021,2020-07-11,grocery,18
Glenn County,06021,2020-07-11,parks,NA
Glenn County,06021,2020-07-11,transit,27
Glenn County,06021,2020-07-11,workplaces,-9
Glenn County,06021,2020-07-11,residential,NA
Glenn County,06021,2020-07-12,retail,-2
Glenn County,06021,2020-07-12,grocery,19
Glenn County,06021,2020-07-12,parks,NA
Glenn County,06021,2020-07-12,transit,45
Glenn County,06021,2020-07-12,workplaces,-13
Glenn County,06021,2020-07-12,residential,NA
Glenn County,06021,2020-07-13,retail,-12
Glenn County,06021,2020-07-13,grocery,11
Glenn County,06021,2020-07-13,parks,NA
Glenn County,06021,2020-07-13,transit,26
Glenn County,06021,2020-07-13,workplaces,-32
Glenn County,06021,2020-07-13,residential,NA
Glenn County,06021,2020-07-14,retail,-22
Glenn County,06021,2020-07-14,grocery,20
Glenn County,06021,2020-07-14,parks,NA
Glenn County,06021,2020-07-14,transit,15
Glenn County,06021,2020-07-14,workplaces,-31
Glenn County,06021,2020-07-14,residential,NA
Glenn County,06021,2020-07-15,retail,-17
Glenn County,06021,2020-07-15,grocery,20
Glenn County,06021,2020-07-15,parks,NA
Glenn County,06021,2020-07-15,transit,9
Glenn County,06021,2020-07-15,workplaces,-30
Glenn County,06021,2020-07-15,residential,NA
Glenn County,06021,2020-07-16,retail,-15
Glenn County,06021,2020-07-16,grocery,6
Glenn County,06021,2020-07-16,parks,NA
Glenn County,06021,2020-07-16,transit,12
Glenn County,06021,2020-07-16,workplaces,-31
Glenn County,06021,2020-07-16,residential,NA
Glenn County,06021,2020-07-17,retail,-19
Glenn County,06021,2020-07-17,grocery,9
Glenn County,06021,2020-07-17,parks,NA
Glenn County,06021,2020-07-17,transit,11
Glenn County,06021,2020-07-17,workplaces,-31
Glenn County,06021,2020-07-17,residential,NA
Glenn County,06021,2020-07-18,retail,-22
Glenn County,06021,2020-07-18,grocery,9
Glenn County,06021,2020-07-18,parks,NA
Glenn County,06021,2020-07-18,transit,19
Glenn County,06021,2020-07-18,workplaces,-11
