county,fips,date,type,pct_diff
Sacramento County,06067,2020-05-15,parks,11
Sacramento County,06067,2020-05-15,transit,-47
Sacramento County,06067,2020-05-15,workplaces,-44
Sacramento County,06067,2020-05-15,residential,17
Sacramento County,06067,2020-05-16,retail,-43
Sacramento County,06067,2020-05-16,grocery,-1
Sacramento County,06067,2020-05-16,parks,6
Sacramento County,06067,2020-05-16,transit,-41
Sacramento County,06067,2020-05-16,workplaces,-26
Sacramento County,06067,2020-05-16,residential,9
Sacramento County,06067,2020-05-17,retail,-45
Sacramento County,06067,2020-05-17,grocery,-11
Sacramento County,06067,2020-05-17,parks,-16
Sacramento County,06067,2020-05-17,transit,-52
Sacramento County,06067,2020-05-17,workplaces,-27
Sacramento County,06067,2020-05-17,residential,10
Sacramento County,06067,2020-05-18,retail,-39
Sacramento County,06067,2020-05-18,grocery,-8
Sacramento County,06067,2020-05-18,parks,1
Sacramento County,06067,2020-05-18,transit,-51
Sacramento County,06067,2020-05-18,workplaces,-44
Sacramento County,06067,2020-05-18,residential,17
Sacramento County,06067,2020-05-19,retail,-37
Sacramento County,06067,2020-05-19,grocery,-3
Sacramento County,06067,2020-05-19,parks,21
Sacramento County,06067,2020-05-19,transit,-48
Sacramento County,06067,2020-05-19,workplaces,-45
Sacramento County,06067,2020-05-19,residential,16
Sacramento County,06067,2020-05-20,retail,-36
Sacramento County,06067,2020-05-20,grocery,-1
Sacramento County,06067,2020-05-20,parks,29
Sacramento County,06067,2020-05-20,transit,-47
Sacramento County,06067,2020-05-20,workplaces,-45
Sacramento County,06067,2020-05-20,residential,16
Sacramento County,06067,2020-05-21,retail,-35
Sacramento County,06067,2020-05-21,grocery,-1
Sacramento County,06067,2020-05-21,parks,29
Sacramento County,06067,2020-05-21,transit,-46
Sacramento County,06067,2020-05-21,workplaces,-45
Sacramento County,06067,2020-05-21,residential,16
Sacramento County,06067,2020-05-22,retail,-37
Sacramento County,06067,2020-05-22,grocery,1
Sacramento County,06067,2020-05-22,parks,16
Sacramento County,06067,2020-05-22,transit,-45
Sacramento County,06067,2020-05-22,workplaces,-43
Sacramento County,06067,2020-05-22,residential,16
Sacramento County,06067,2020-05-23,retail,-39
Sacramento County,06067,2020-05-23,grocery,2
Sacramento County,06067,2020-05-23,parks,16
Sacramento County,06067,2020-05-23,transit,-37
Sacramento County,06067,2020-05-23,workplaces,-21
Sacramento County,06067,2020-05-23,residential,7
Sacramento County,06067,2020-05-24,retail,-35
Sacramento County,06067,2020-05-24,grocery,-2
Sacramento County,06067,2020-05-24,parks,42
Sacramento County,06067,2020-05-24,transit,-43
Sacramento County,06067,2020-05-24,workplaces,-23
Sacramento County,06067,2020-05-24,residential,5
Sacramento County,06067,2020-05-25,retail,-39
Sacramento County,06067,2020-05-25,grocery,-4
Sacramento County,06067,2020-05-25,parks,35
Sacramento County,06067,2020-05-25,transit,-54
Sacramento County,06067,2020-05-25,workplaces,-72
Sacramento County,06067,2020-05-25,residential,20
Sacramento County,06067,2020-05-26,retail,-35
Sacramento County,06067,2020-05-26,grocery,-4
Sacramento County,06067,2020-05-26,parks,6
Sacramento County,06067,2020-05-26,transit,-46
Sacramento County,06067,2020-05-26,workplaces,-43
Sacramento County,06067,2020-05-26,residential,15
Sacramento County,06067,2020-05-27,retail,-35
Sacramento County,06067,2020-05-27,grocery,-3
Sacramento County,06067,2020-05-27,parks,6
Sacramento County,06067,2020-05-27,transit,-47
Sacramento County,06067,2020-05-27,workplaces,-43
Sacramento County,06067,2020-05-27,residential,16
Sacramento County,06067,2020-05-28,retail,-33
Sacramento County,06067,2020-05-28,grocery,-2
Sacramento County,06067,2020-05-28,parks,11
Sacramento County,06067,2020-05-28,transit,-46
Sacramento County,06067,2020-05-28,workplaces,-43
Sacramento County,06067,2020-05-28,residential,15
Sacramento County,06067,2020-05-29,retail,-34
Sacramento County,06067,2020-05-29,grocery,-1
Sacramento County,06067,2020-05-29,parks,12
Sacramento County,06067,2020-05-29,transit,-44
Sacramento County,06067,2020-05-29,workplaces,-39
Sacramento County,06067,2020-05-29,residential,15
Sacramento County,06067,2020-05-30,retail,-36
Sacramento County,06067,2020-05-30,grocery,-1
Sacramento County,06067,2020-05-30,parks,6
Sacramento County,06067,2020-05-30,transit,-36
Sacramento County,06067,2020-05-30,workplaces,-14
Sacramento County,06067,2020-05-30,residential,8
Sacramento County,06067,2020-05-31,retail,-33
Sacramento County,06067,2020-05-31,grocery,-5
Sacramento County,06067,2020-05-31,parks,39
Sacramento County,06067,2020-05-31,transit,-37
Sacramento County,06067,2020-05-31,workplaces,-15
Sacramento County,06067,2020-05-31,residential,6
Sacramento County,06067,2020-06-01,retail,-33
Sacramento County,06067,2020-06-01,grocery,-4
Sacramento County,06067,2020-06-01,parks,15
Sacramento County,06067,2020-06-01,transit,-44
Sacramento County,06067,2020-06-01,workplaces,-42
Sacramento County,06067,2020-06-01,residential,14
Sacramento County,06067,2020-06-02,retail,-33
Sacramento County,06067,2020-06-02,grocery,0
Sacramento County,06067,2020-06-02,parks,14
Sacramento County,06067,2020-06-02,transit,-45
Sacramento County,06067,2020-06-02,workplaces,-44
Sacramento County,06067,2020-06-02,residential,15
Sacramento County,06067,2020-06-03,retail,-32
Sacramento County,06067,2020-06-03,grocery,2
Sacramento County,06067,2020-06-03,parks,7
Sacramento County,06067,2020-06-03,transit,-45
Sacramento County,06067,2020-06-03,workplaces,-42
Sacramento County,06067,2020-06-03,residential,15
Sacramento County,06067,2020-06-04,retail,-32
Sacramento County,06067,2020-06-04,grocery,2
Sacramento County,06067,2020-06-04,parks,12
Sacramento County,06067,2020-06-04,transit,-44
Sacramento County,06067,2020-06-04,workplaces,-42
Sacramento County,06067,2020-06-04,residential,15
Sacramento County,06067,2020-06-05,retail,-33
Sacramento County,06067,2020-06-05,grocery,3
Sacramento County,06067,2020-06-05,parks,10
Sacramento County,06067,2020-06-05,transit,-41
Sacramento County,06067,2020-06-05,workplaces,-39
Sacramento County,06067,2020-06-05,residential,14
Sacramento County,06067,2020-06-06,retail,-32
Sacramento County,06067,2020-06-06,grocery,4
Sacramento County,06067,2020-06-06,parks,26
Sacramento County,06067,2020-06-06,transit,-29
Sacramento County,06067,2020-06-06,workplaces,-15
Sacramento County,06067,2020-06-06,residential,6
Sacramento County,06067,2020-06-07,retail,-28
Sacramento County,06067,2020-06-07,grocery,-1
Sacramento County,06067,2020-06-07,parks,48
Sacramento County,06067,2020-06-07,transit,-36
Sacramento County,06067,2020-06-07,workplaces,-14
Sacramento County,06067,2020-06-07,residential,5
Sacramento County,06067,2020-06-08,retail,-27
Sacramento County,06067,2020-06-08,grocery,-2
Sacramento County,06067,2020-06-08,parks,24
Sacramento County,06067,2020-06-08,transit,-41
Sacramento County,06067,2020-06-08,workplaces,-39
Sacramento County,06067,2020-06-08,residential,12
Sacramento County,06067,2020-06-09,retail,-28
Sacramento County,06067,2020-06-09,grocery,1
Sacramento County,06067,2020-06-09,parks,25
Sacramento County,06067,2020-06-09,transit,-43
Sacramento County,06067,2020-06-09,workplaces,-40
Sacramento County,06067,2020-06-09,residential,13
Sacramento County,06067,2020-06-10,retail,-28
Sacramento County,06067,2020-06-10,grocery,0
Sacramento County,06067,2020-06-10,parks,21
Sacramento County,06067,2020-06-10,transit,-43
Sacramento County,06067,2020-06-10,workplaces,-41
Sacramento County,06067,2020-06-10,residential,13
Sacramento County,06067,2020-06-11,retail,-28
Sacramento County,06067,2020-06-11,grocery,-2
Sacramento County,06067,2020-06-11,parks,24
Sacramento County,06067,2020-06-11,transit,-40
Sacramento County,06067,2020-06-11,workplaces,-41
Sacramento County,06067,2020-06-11,residential,13
Sacramento County,06067,2020-06-12,retail,-30
Sacramento County,06067,2020-06-12,grocery,-2
Sacramento County,06067,2020-06-12,parks,8
Sacramento County,06067,2020-06-12,transit,-39
Sacramento County,06067,2020-06-12,workplaces,-39
Sacramento County,06067,2020-06-12,residential,13
Sacramento County,06067,2020-06-13,retail,-31
Sacramento County,06067,2020-06-13,grocery,0
Sacramento County,06067,2020-06-13,parks,22
Sacramento County,06067,2020-06-13,transit,-25
Sacramento County,06067,2020-06-13,workplaces,-12
Sacramento County,06067,2020-06-13,residential,5
Sacramento County,06067,2020-06-14,retail,-26
Sacramento County,06067,2020-06-14,grocery,-4
Sacramento County,06067,2020-06-14,parks,48
Sacramento County,06067,2020-06-14,transit,-31
Sacramento County,06067,2020-06-14,workplaces,-13
Sacramento County,06067,2020-06-14,residential,4
Sacramento County,06067,2020-06-15,retail,-27
Sacramento County,06067,2020-06-15,grocery,-6
Sacramento County,06067,2020-06-15,parks,22
Sacramento County,06067,2020-06-15,transit,-38
Sacramento County,06067,2020-06-15,workplaces,-39
Sacramento County,06067,2020-06-15,residential,12
Sacramento County,06067,2020-06-16,retail,-25
Sacramento County,06067,2020-06-16,grocery,0
Sacramento County,06067,2020-06-16,parks,39
Sacramento County,06067,2020-06-16,transit,-37
Sacramento County,06067,2020-06-16,workplaces,-40
Sacramento County,06067,2020-06-16,residential,12
Sacramento County,06067,2020-06-17,retail,-26
Sacramento County,06067,2020-06-17,grocery,-1
Sacramento County,06067,2020-06-17,parks,30
Sacramento County,06067,2020-06-17,transit,-39
Sacramento County,06067,2020-06-17,workplaces,-41
Sacramento County,06067,2020-06-17,residential,12
Sacramento County,06067,2020-06-18,retail,-25
Sacramento County,06067,2020-06-18,grocery,-1
Sacramento County,06067,2020-06-18,parks,30
Sacramento County,06067,2020-06-18,transit,-39
Sacramento County,06067,2020-06-18,workplaces,-41
Sacramento County,06067,2020-06-18,residential,12
Sacramento County,06067,2020-06-19,retail,-28
Sacramento County,06067,2020-06-19,grocery,1
Sacramento County,06067,2020-06-19,parks,15
Sacramento County,06067,2020-06-19,transit,-39
Sacramento County,06067,2020-06-19,workplaces,-40
Sacramento County,06067,2020-06-19,residential,12
Sacramento County,06067,2020-06-20,retail,-29
Sacramento County,06067,2020-06-20,grocery,6
Sacramento County,06067,2020-06-20,parks,21
Sacramento County,06067,2020-06-20,transit,-31
Sacramento County,06067,2020-06-20,workplaces,-12
Sacramento County,06067,2020-06-20,residential,4
Sacramento County,06067,2020-06-21,retail,-27
Sacramento County,06067,2020-06-21,grocery,1
Sacramento County,06067,2020-06-21,parks,30
Sacramento County,06067,2020-06-21,transit,-35
Sacramento County,06067,2020-06-21,workplaces,-10
Sacramento County,06067,2020-06-21,residential,2
Sacramento County,06067,2020-06-22,retail,-27
Sacramento County,06067,2020-06-22,grocery,-8
Sacramento County,06067,2020-06-22,parks,14
Sacramento County,06067,2020-06-22,transit,-40
Sacramento County,06067,2020-06-22,workplaces,-41
Sacramento County,06067,2020-06-22,residential,12
Sacramento County,06067,2020-06-23,retail,-26
Sacramento County,06067,2020-06-23,grocery,-2
Sacramento County,06067,2020-06-23,parks,22
Sacramento County,06067,2020-06-23,transit,-39
Sacramento County,06067,2020-06-23,workplaces,-42
Sacramento County,06067,2020-06-23,residential,12
Sacramento County,06067,2020-06-24,retail,-26
Sacramento County,06067,2020-06-24,grocery,-3
Sacramento County,06067,2020-06-24,parks,22
Sacramento County,06067,2020-06-24,transit,-41
Sacramento County,06067,2020-06-24,workplaces,-41
Sacramento County,06067,2020-06-24,residential,12
Sacramento County,06067,2020-06-25,retail,-26
Sacramento County,06067,2020-06-25,grocery,-3
Sacramento County,06067,2020-06-25,parks,20
Sacramento County,06067,2020-06-25,transit,-39
Sacramento County,06067,2020-06-25,workplaces,-42
Sacramento County,06067,2020-06-25,residential,13
Sacramento County,06067,2020-06-26,retail,-29
Sacramento County,06067,2020-06-26,grocery,-4
Sacramento County,06067,2020-06-26,parks,7
Sacramento County,06067,2020-06-26,transit,-40
Sacramento County,06067,2020-06-26,workplaces,-40
Sacramento County,06067,2020-06-26,residential,13
Sacramento County,06067,2020-06-27,retail,-30
Sacramento County,06067,2020-06-27,grocery,-2
Sacramento County,06067,2020-06-27,parks,19
Sacramento County,06067,2020-06-27,transit,-29
Sacramento County,06067,2020-06-27,workplaces,-14
Sacramento County,06067,2020-06-27,residential,4
Sacramento County,06067,2020-06-28,retail,-25
Sacramento County,06067,2020-06-28,grocery,-6
Sacramento County,06067,2020-06-28,parks,47
Sacramento County,06067,2020-06-28,transit,-34
Sacramento County,06067,2020-06-28,workplaces,-10
Sacramento County,06067,2020-06-28,residential,3
Sacramento County,06067,2020-06-29,retail,-23
Sacramento County,06067,2020-06-29,grocery,-6
Sacramento County,06067,2020-06-29,parks,26
Sacramento County,06067,2020-06-29,transit,-40
Sacramento County,06067,2020-06-29,workplaces,-40
Sacramento County,06067,2020-06-29,residential,11
Sacramento County,06067,2020-06-30,retail,-21
Sacramento County,06067,2020-06-30,grocery,-1
Sacramento County,06067,2020-06-30,parks,28
Sacramento County,06067,2020-06-30,transit,-40
Sacramento County,06067,2020-06-30,workplaces,-41
Sacramento County,06067,2020-06-30,residential,12
Sacramento County,06067,2020-07-01,retail,-20
Sacramento County,06067,2020-07-01,grocery,3
Sacramento County,06067,2020-07-01,parks,25
Sacramento County,06067,2020-07-01,transit,-39
Sacramento County,06067,2020-07-01,workplaces,-41
Sacramento County,06067,2020-07-01,residential,11
Sacramento County,06067,2020-07-02,retail,-19
Sacramento County,06067,2020-07-02,grocery,9
Sacramento County,06067,2020-07-02,parks,32
Sacramento County,06067,2020-07-02,transit,-36
Sacramento County,06067,2020-07-02,workplaces,-43
Sacramento County,06067,2020-07-02,residential,11
Sacramento County,06067,2020-07-03,retail,-22
Sacramento County,06067,2020-07-03,grocery,16
Sacramento County,06067,2020-07-03,parks,30
Sacramento County,06067,2020-07-03,transit,-42
Sacramento County,06067,2020-07-03,workplaces,-57
Sacramento County,06067,2020-07-03,residential,15
Sacramento County,06067,2020-07-04,retail,-46
Sacramento County,06067,2020-07-04,grocery,4
Sacramento County,06067,2020-07-04,parks,10
Sacramento County,06067,2020-07-04,transit,-35
Sacramento County,06067,2020-07-04,workplaces,-27
Sacramento County,06067,2020-07-04,residential,6
Sacramento County,06067,2020-07-05,retail,-33
Sacramento County,06067,2020-07-05,grocery,-15
Sacramento County,06067,2020-07-05,parks,19
Sacramento County,06067,2020-07-05,transit,-40
Sacramento County,06067,2020-07-05,workplaces,-19
Sacramento County,06067,2020-07-05,residential,5
Sacramento County,06067,2020-07-06,retail,-24
Sacramento County,06067,2020-07-06,grocery,-4
Sacramento County,06067,2020-07-06,parks,24
Sacramento County,06067,2020-07-06,transit,-38
Sacramento County,06067,2020-07-06,workplaces,-43
Sacramento County,06067,2020-07-06,residential,12
Sacramento County,06067,2020-07-07,retail,-25
Sacramento County,06067,2020-07-07,grocery,-2
Sacramento County,06067,2020-07-07,parks,33
Sacramento County,06067,2020-07-07,transit,-39
Sacramento County,06067,2020-07-07,workplaces,-43
Sacramento County,06067,2020-07-07,residential,12
Sacramento County,06067,2020-07-08,retail,-26
Sacramento County,06067,2020-07-08,grocery,-2
Sacramento County,06067,2020-07-08,parks,27
Sacramento County,06067,2020-07-08,transit,-40
Sacramento County,06067,2020-07-08,workplaces,-42
Sacramento County,06067,2020-07-08,residential,13
Sacramento County,06067,2020-07-09,retail,-26
Sacramento County,06067,2020-07-09,grocery,-2
Sacramento County,06067,2020-07-09,parks,25
Sacramento County,06067,2020-07-09,transit,-41
Sacramento County,06067,2020-07-09,workplaces,-43
Sacramento County,06067,2020-07-09,residential,13
Sacramento County,06067,2020-07-10,retail,-30
Sacramento County,06067,2020-07-10,grocery,-3
Sacramento County,06067,2020-07-10,parks,7
Sacramento County,06067,2020-07-10,transit,-41
Sacramento County,06067,2020-07-10,workplaces,-41
Sacramento County,06067,2020-07-10,residential,13
Sacramento County,06067,2020-07-11,retail,-34
Sacramento County,06067,2020-07-11,grocery,-2
Sacramento County,06067,2020-07-11,parks,6
Sacramento County,06067,2020-07-11,transit,-34
Sacramento County,06067,2020-07-11,workplaces,-16
Sacramento County,06067,2020-07-11,residential,6
Sacramento County,06067,2020-07-12,retail,-29
Sacramento County,06067,2020-07-12,grocery,-8
Sacramento County,06067,2020-07-12,parks,22
Sacramento County,06067,2020-07-12,transit,-38
Sacramento County,06067,2020-07-12,workplaces,-16
Sacramento County,06067,2020-07-12,residential,5
Sacramento County,06067,2020-07-13,retail,-25
Sacramento County,06067,2020-07-13,grocery,-6
Sacramento County,06067,2020-07-13,parks,19
Sacramento County,06067,2020-07-13,transit,-42
Sacramento County,06067,2020-07-13,workplaces,-42
Sacramento County,06067,2020-07-13,residential,12
Sacramento County,06067,2020-07-14,retail,-27
Sacramento County,06067,2020-07-14,grocery,-2
Sacramento County,06067,2020-07-14,parks,30
Sacramento County,06067,2020-07-14,transit,-41
Sacramento County,06067,2020-07-14,workplaces,-44
Sacramento County,06067,2020-07-14,residential,13
Sacramento County,06067,2020-07-15,retail,-28
Sacramento County,06067,2020-07-15,grocery,-3
Sacramento County,06067,2020-07-15,parks,28
Sacramento County,06067,2020-07-15,transit,-42
Sacramento County,06067,2020-07-15,workplaces,-43
Sacramento County,06067,2020-07-15,residential,13
Sacramento County,06067,2020-07-16,retail,-28
Sacramento County,06067,2020-07-16,grocery,-4
Sacramento County,06067,2020-07-16,parks,34
Sacramento County,06067,2020-07-16,transit,-43
Sacramento County,06067,2020-07-16,workplaces,-44
Sacramento County,06067,2020-07-16,residential,13
Sacramento County,06067,2020-07-17,retail,-31
Sacramento County,06067,2020-07-17,grocery,-4
Sacramento County,06067,2020-07-17,parks,18
Sacramento County,06067,2020-07-17,transit,-41
Sacramento County,06067,2020-07-17,workplaces,-42
Sacramento County,06067,2020-07-17,residential,13
Sacramento County,06067,2020-07-18,retail,-34
Sacramento County,06067,2020-07-18,grocery,-4
Sacramento County,06067,2020-07-18,parks,15
Sacramento County,06067,2020-07-18,transit,-34
Sacramento County,06067,2020-07-18,workplaces,-18
Sacramento County,06067,2020-07-18,residential,6
Sacramento County,06067,2020-07-19,retail,-30
Sacramento County,06067,2020-07-19,grocery,-7
Sacramento County,06067,2020-07-19,parks,38
Sacramento County,06067,2020-07-19,transit,-39
Sacramento County,06067,2020-07-19,workplaces,-18
Sacramento County,06067,2020-07-19,residential,4
Sacramento County,06067,2020-07-20,retail,-27
Sacramento County,06067,2020-07-20,grocery,-7
Sacramento County,06067,2020-07-20,parks,29
Sacramento County,06067,2020-07-20,transit,-41
Sacramento County,06067,2020-07-20,workplaces,-43
Sacramento County,06067,2020-07-20,residential,12
Sacramento County,06067,2020-07-21,retail,-27
Sacramento County,06067,2020-07-21,grocery,-5
Sacramento County,06067,2020-07-21,parks,37
Sacramento County,06067,2020-07-21,transit,-41
Sacramento County,06067,2020-07-21,workplaces,-44
Sacramento County,06067,2020-07-21,residential,13
Sacramento County,06067,2020-07-22,retail,-28
Sacramento County,06067,2020-07-22,grocery,-5
Sacramento County,06067,2020-07-22,parks,34
Sacramento County,06067,2020-07-22,transit,-43
Sacramento County,06067,2020-07-22,workplaces,-43
Sacramento County,06067,2020-07-22,residential,13
Sacramento County,06067,2020-07-23,retail,-28
Sacramento County,06067,2020-07-23,grocery,-6
Sacramento County,06067,2020-07-23,parks,34
Sacramento County,06067,2020-07-23,transit,-41
Sacramento County,06067,2020-07-23,workplaces,-44
Sacramento County,06067,2020-07-23,residential,13
Sacramento County,06067,2020-07-24,retail,-31
Sacramento County,06067,2020-07-24,grocery,-5
Sacramento County,06067,2020-07-24,parks,19
Sacramento County,06067,2020-07-24,transit,-41
Sacramento County,06067,2020-07-24,workplaces,-42
Sacramento County,06067,2020-07-24,residential,13
Sacramento County,06067,2020-07-25,retail,-33
Sacramento County,06067,2020-07-25,grocery,-4
Sacramento County,06067,2020-07-25,parks,23
Sacramento County,06067,2020-07-25,transit,-33
Sacramento County,06067,2020-07-25,workplaces,-19
Sacramento County,06067,2020-07-25,residential,5
Sacramento County,06067,2020-07-26,retail,-29
Sacramento County,06067,2020-07-26,grocery,-8
Sacramento County,06067,2020-07-26,parks,41
Sacramento County,06067,2020-07-26,transit,-37
Sacramento County,06067,2020-07-26,workplaces,-18
Sacramento County,06067,2020-07-26,residential,4
Sacramento County,06067,2020-07-27,retail,-28
Sacramento County,06067,2020-07-27,grocery,-9
Sacramento County,06067,2020-07-27,parks,24
Sacramento County,06067,2020-07-27,transit,-42
Sacramento County,06067,2020-07-27,workplaces,-43
Sacramento County,06067,2020-07-27,residential,12
Sacramento County,06067,2020-07-28,retail,-28
Sacramento County,06067,2020-07-28,grocery,-6
Sacramento County,06067,2020-07-28,parks,26
Sacramento County,06067,2020-07-28,transit,-42
Sacramento County,06067,2020-07-28,workplaces,-44
Sacramento County,06067,2020-07-28,residential,13
Sacramento County,06067,2020-07-29,retail,-28
Sacramento County,06067,2020-07-29,grocery,-5
Sacramento County,06067,2020-07-29,parks,30
Sacramento County,06067,2020-07-29,transit,-42
Sacramento County,06067,2020-07-29,workplaces,-44
Sacramento County,06067,2020-07-29,residential,13
Sacramento County,06067,2020-07-30,retail,-26
Sacramento County,06067,2020-07-30,grocery,-5
Sacramento County,06067,2020-07-30,parks,31
Sacramento County,06067,2020-07-30,transit,-41
Sacramento County,06067,2020-07-30,workplaces,-44
Sacramento County,06067,2020-07-30,residential,13
Sacramento County,06067,2020-07-31,retail,-29
Sacramento County,06067,2020-07-31,grocery,-3
Sacramento County,06067,2020-07-31,parks,21
Sacramento County,06067,2020-07-31,transit,-39
Sacramento County,06067,2020-07-31,workplaces,-43
Sacramento County,06067,2020-07-31,residential,12
Sacramento County,06067,2020-08-01,retail,-31
Sacramento County,06067,2020-08-01,grocery,-1
Sacramento County,06067,2020-08-01,parks,21
Sacramento County,06067,2020-08-01,transit,-34
Sacramento County,06067,2020-08-01,workplaces,-19
Sacramento County,06067,2020-08-01,residential,5
Sacramento County,06067,2020-08-02,retail,-26
Sacramento County,06067,2020-08-02,grocery,-6
Sacramento County,06067,2020-08-02,parks,39
Sacramento County,06067,2020-08-02,transit,-35
Sacramento County,06067,2020-08-02,workplaces,-18
Sacramento County,06067,2020-08-02,residential,4
Sacramento County,06067,2020-08-03,retail,-25
Sacramento County,06067,2020-08-03,grocery,-5
Sacramento County,06067,2020-08-03,parks,25
Sacramento County,06067,2020-08-03,transit,-41
Sacramento County,06067,2020-08-03,workplaces,-43
Sacramento County,06067,2020-08-03,residential,12
Sacramento County,06067,2020-08-04,retail,-25
Sacramento County,06067,2020-08-04,grocery,-2
Sacramento County,06067,2020-08-04,parks,33
Sacramento County,06067,2020-08-04,transit,-41
Sacramento County,06067,2020-08-04,workplaces,-44
Sacramento County,06067,2020-08-04,residential,12
Sacramento County,06067,2020-08-05,retail,-25
Sacramento County,06067,2020-08-05,grocery,-3
Sacramento County,06067,2020-08-05,parks,41
Sacramento County,06067,2020-08-05,transit,-41
Sacramento County,06067,2020-08-05,workplaces,-44
Sacramento County,06067,2020-08-05,residential,12
Sacramento County,06067,2020-08-06,retail,-26
Sacramento County,06067,2020-08-06,grocery,-4
Sacramento County,06067,2020-08-06,parks,38
Sacramento County,06067,2020-08-06,transit,-38
Sacramento County,06067,2020-08-06,workplaces,-44
Sacramento County,06067,2020-08-06,residential,12
Sacramento County,06067,2020-08-07,retail,-30
Sacramento County,06067,2020-08-07,grocery,-3
Sacramento County,06067,2020-08-07,parks,22
Sacramento County,06067,2020-08-07,transit,-39
Sacramento County,06067,2020-08-07,workplaces,-42
Sacramento County,06067,2020-08-07,residential,12
Sacramento County,06067,2020-08-08,retail,-32
Sacramento County,06067,2020-08-08,grocery,-2
Sacramento County,06067,2020-08-08,parks,24
Sacramento County,06067,2020-08-08,transit,-30
Sacramento County,06067,2020-08-08,workplaces,-18
Sacramento County,06067,2020-08-08,residential,5
Sacramento County,06067,2020-08-09,retail,-27
Sacramento County,06067,2020-08-09,grocery,-7
Sacramento County,06067,2020-08-09,parks,34
Sacramento County,06067,2020-08-09,transit,-35
Sacramento County,06067,2020-08-09,workplaces,-18
Sacramento County,06067,2020-08-09,residential,4
Sacramento County,06067,2020-08-10,retail,-26
Sacramento County,06067,2020-08-10,grocery,-7
Sacramento County,06067,2020-08-10,parks,22
Sacramento County,06067,2020-08-10,transit,-40
Sacramento County,06067,2020-08-10,workplaces,-43
Sacramento County,06067,2020-08-10,residential,12
Sacramento County,06067,2020-08-11,retail,-25
Sacramento County,06067,2020-08-11,grocery,-4
Sacramento County,06067,2020-08-11,parks,38
Sacramento County,06067,2020-08-11,transit,-41
Sacramento County,06067,2020-08-11,workplaces,-44
Sacramento County,06067,2020-08-11,residential,12
Sacramento County,06067,2020-08-12,retail,-26
Sacramento County,06067,2020-08-12,grocery,-5
Sacramento County,06067,2020-08-12,parks,28
Sacramento County,06067,2020-08-12,transit,-43
Sacramento County,06067,2020-08-12,workplaces,-44
Sacramento County,06067,2020-08-12,residential,12
Sacramento County,06067,2020-08-13,retail,-28
Sacramento County,06067,2020-08-13,grocery,-7
Sacramento County,06067,2020-08-13,parks,21
Sacramento County,06067,2020-08-13,transit,-42
Sacramento County,06067,2020-08-13,workplaces,-45
Sacramento County,06067,2020-08-13,residential,13
Sacramento County,06067,2020-08-14,retail,-33
Sacramento County,06067,2020-08-14,grocery,-7
Sacramento County,06067,2020-08-14,parks,0
Sacramento County,06067,2020-08-14,transit,-42
Sacramento County,06067,2020-08-14,workplaces,-43
Sacramento County,06067,2020-08-14,residential,14
Sacramento County,06067,2020-08-15,retail,-36
Sacramento County,06067,2020-08-15,grocery,-6
Sacramento County,06067,2020-08-15,parks,-5
Sacramento County,06067,2020-08-15,transit,-37
Sacramento County,06067,2020-08-15,workplaces,-21
Sacramento County,06067,2020-08-15,residential,6
Sacramento County,06067,2020-08-16,retail,-32
Sacramento County,06067,2020-08-16,grocery,-12
Sacramento County,06067,2020-08-16,parks,4
Sacramento County,06067,2020-08-16,transit,-38
Sacramento County,06067,2020-08-16,workplaces,-21
Sacramento County,06067,2020-08-16,residential,5
Sacramento County,06067,2020-08-17,retail,-30
Sacramento County,06067,2020-08-17,grocery,-10
Sacramento County,06067,2020-08-17,parks,-5
Sacramento County,06067,2020-08-17,transit,-43
Sacramento County,06067,2020-08-17,workplaces,-44
Sacramento County,06067,2020-08-17,residential,13
Sacramento County,06067,2020-08-18,retail,-31
Sacramento County,06067,2020-08-18,grocery,-9
Sacramento County,06067,2020-08-18,parks,1
Sacramento County,06067,2020-08-18,transit,-43
Sacramento County,06067,2020-08-18,workplaces,-45
Sacramento County,06067,2020-08-18,residential,14
Sacramento County,06067,2020-08-19,retail,-31
Sacramento County,06067,2020-08-19,grocery,-8
Sacramento County,06067,2020-08-19,parks,-4
Sacramento County,06067,2020-08-19,transit,-45
Sacramento County,06067,2020-08-19,workplaces,-45
Sacramento County,06067,2020-08-19,residential,14
Sacramento County,06067,2020-08-20,retail,-30
Sacramento County,06067,2020-08-20,grocery,-9
Sacramento County,06067,2020-08-20,parks,-9
Sacramento County,06067,2020-08-20,transit,-44
Sacramento County,06067,2020-08-20,workplaces,-46
Sacramento County,06067,2020-08-20,residential,14
Sacramento County,06067,2020-08-21,retail,-32
Sacramento County,06067,2020-08-21,grocery,-8
Sacramento County,06067,2020-08-21,parks,-10
Sacramento County,06067,2020-08-21,transit,-44
Sacramento County,06067,2020-08-21,workplaces,-44
Sacramento County,06067,2020-08-21,residential,14
Sacramento County,06067,2020-08-22,retail,-32
Sacramento County,06067,2020-08-22,grocery,-5
Sacramento County,06067,2020-08-22,parks,-8
Sacramento County,06067,2020-08-22,transit,-38
Sacramento County,06067,2020-08-22,workplaces,-19
Sacramento County,06067,2020-08-22,residential,7
Sacramento County,06067,2020-08-23,retail,-29
Sacramento County,06067,2020-08-23,grocery,-11
Sacramento County,06067,2020-08-23,parks,5
Sacramento County,06067,2020-08-23,transit,-39
Sacramento County,06067,2020-08-23,workplaces,-19
Sacramento County,06067,2020-08-23,residential,5
