date,county,state,fips,cases,deaths,population,retail,grocery,parks,transit,workplaces,residential
2020-01-25,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-01-26,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-01-26,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-01-27,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-01-27,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-01-28,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-01-28,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-01-29,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-01-29,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-01-30,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-01-30,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-01-31,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-01-31,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-01-31,Santa Clara,California,06085,1,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-01,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-01,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-01,Santa Clara,California,06085,1,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-02,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-02,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-02,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-02,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-03,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-03,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-03,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-03,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-04,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-04,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-04,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-04,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-05,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-05,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-05,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-05,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-06,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-06,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-06,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-06,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-07,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-07,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-07,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-07,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-08,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-08,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-08,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-08,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-09,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-09,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-09,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-09,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-10,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-10,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-10,San Diego,California,06073,1,0,3302833,NA,NA,NA,NA,NA,NA
2020-02-10,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-10,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-11,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-11,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-11,San Diego,California,06073,1,0,3302833,NA,NA,NA,NA,NA,NA
2020-02-11,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-11,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-12,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-12,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-12,San Diego,California,06073,1,0,3302833,NA,NA,NA,NA,NA,NA
2020-02-12,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-12,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-13,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-13,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-13,San Diego,California,06073,1,0,3302833,NA,NA,NA,NA,NA,NA
2020-02-13,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-13,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-14,Los Angeles,California,06037,1,0,10098052,NA,NA,NA,NA,NA,NA
2020-02-14,Orange,California,06059,1,0,3164182,NA,NA,NA,NA,NA,NA
2020-02-14,San Diego,California,06073,1,0,3302833,NA,NA,NA,NA,NA,NA
2020-02-14,San Francisco,California,06075,2,0,870044,NA,NA,NA,NA,NA,NA
2020-02-14,Santa Clara,California,06085,2,0,1922200,NA,NA,NA,NA,NA,NA
2020-02-15,Los Angeles,California,06037,1,0,10098052,1,0,13,-1,-1,0
2020-02-15,Orange,California,06059,1,0,3164182,0,0,9,0,0,0
2020-02-15,San Diego,California,06073,1,0,3302833,3,-1,14,2,-1,0
2020-02-15,San Francisco,California,06075,2,0,870044,6,2,23,-1,1,-1
2020-02-15,Santa Clara,California,06085,2,0,1922200,-3,-3,18,0,-1,-1
2020-02-16,Los Angeles,California,06037,1,0,10098052,4,-1,27,-1,0,-1
2020-02-16,Orange,California,06059,1,0,3164182,4,-1,22,-3,0,-1
2020-02-16,San Diego,California,06073,1,0,3302833,6,-1,29,0,0,-1
2020-02-16,San Francisco,California,06075,2,0,870044,8,-2,30,8,1,-1
2020-02-16,Santa Clara,California,06085,2,0,1922200,-1,-4,22,-7,-1,-2
2020-02-17,Los Angeles,California,06037,1,0,10098052,7,0,30,-11,-32,7
2020-02-17,Orange,California,06059,1,0,3164182,10,1,34,-10,-33,6
2020-02-17,San Diego,California,06073,1,0,3302833,7,-3,48,-11,-38,7
2020-02-17,San Francisco,California,06075,2,0,870044,6,2,48,-36,-59,11
2020-02-17,Santa Clara,California,06085,2,0,1922200,14,4,66,-21,-58,12
2020-02-18,Los Angeles,California,06037,1,0,10098052,-1,0,11,2,2,0
2020-02-18,Orange,California,06059,1,0,3164182,1,-2,7,3,2,0
2020-02-18,San Diego,California,06073,1,0,3302833,-1,-2,9,5,1,0
2020-02-18,San Francisco,California,06075,2,0,870044,-3,2,16,-3,1,0
2020-02-18,Santa Clara,California,06085,2,0,1922200,-1,-3,19,4,-8,1
2020-02-19,Los Angeles,California,06037,1,0,10098052,-1,-1,13,1,2,0
2020-02-19,Orange,California,06059,1,0,3164182,0,-2,8,2,2,0
2020-02-19,San Diego,California,06073,1,0,3302833,1,-2,10,3,1,0
2020-02-19,San Francisco,California,06075,2,0,870044,-2,-2,6,-1,0,0
2020-02-19,Santa Clara,California,06085,2,0,1922200,-2,-3,12,0,-7,1
2020-02-20,Humboldt,California,06023,1,0,135768,2,0,21,-24,-8,2
2020-02-20,Los Angeles,California,06037,1,0,10098052,1,0,11,2,2,-1
2020-02-20,Orange,California,06059,1,0,3164182,2,0,9,1,1,0
2020-02-20,San Diego,California,06073,1,0,3302833,1,0,9,0,0,0
2020-02-20,San Francisco,California,06075,2,0,870044,3,-1,16,1,0,0
2020-02-20,Santa Clara,California,06085,2,0,1922200,0,-2,18,-1,-8,1
2020-02-21,Humboldt,California,06023,1,0,135768,1,-3,23,-19,-4,2
2020-02-21,Los Angeles,California,06037,1,0,10098052,1,0,7,0,2,0
2020-02-21,Orange,California,06059,1,0,3164182,1,-1,4,-1,1,0
2020-02-21,Sacramento,California,06067,1,0,1510023,1,0,16,3,1,0
2020-02-21,San Diego,California,06073,1,0,3302833,1,0,4,0,2,0
2020-02-21,San Francisco,California,06075,2,0,870044,0,1,14,0,3,0
2020-02-21,Santa Clara,California,06085,2,0,1922200,-3,-5,2,-7,-7,2
2020-02-22,Humboldt,California,06023,1,0,135768,0,-3,46,-30,-1,0
2020-02-22,Los Angeles,California,06037,1,0,10098052,-1,-1,-13,-5,1,1
2020-02-22,Orange,California,06059,1,0,3164182,-2,-1,-23,-7,1,1
2020-02-22,Sacramento,California,06067,1,0,1510023,3,2,38,0,0,-1
2020-02-22,San Diego,California,06073,1,0,3302833,-2,-5,-30,-9,-1,2
2020-02-22,San Francisco,California,06075,2,0,870044,0,0,4,-5,3,0
2020-02-22,Santa Clara,California,06085,2,0,1922200,-3,-1,26,-7,3,-1
2020-02-23,Humboldt,California,06023,1,0,135768,5,0,21,-18,0,0
2020-02-23,Los Angeles,California,06037,1,0,10098052,4,1,13,0,2,0
2020-02-23,Orange,California,06059,1,0,3164182,5,-1,10,0,1,0
2020-02-23,Sacramento,California,06067,1,0,1510023,8,2,53,4,1,-1
2020-02-23,San Diego,California,06073,1,0,3302833,3,-2,6,1,2,0
2020-02-23,San Francisco,California,06075,2,0,870044,2,1,16,1,4,0
2020-02-23,Santa Clara,California,06085,2,0,1922200,1,1,27,-4,4,-1
2020-02-24,Humboldt,California,06023,1,0,135768,-3,4,23,-12,8,-1
2020-02-24,Los Angeles,California,06037,1,0,10098052,1,-1,8,2,4,-1
2020-02-24,Orange,California,06059,1,0,3164182,1,-2,9,-1,4,-1
2020-02-24,Sacramento,California,06067,1,0,1510023,3,-1,15,2,4,0
2020-02-24,San Diego,California,06073,1,0,3302833,1,-3,7,1,6,-1
2020-02-24,San Francisco,California,06075,3,0,870044,3,2,15,1,2,0
2020-02-24,Santa Clara,California,06085,2,0,1922200,0,1,13,-1,4,0
2020-02-24,Solano,California,06095,1,0,438530,4,-1,22,5,3,0
2020-02-25,Humboldt,California,06023,1,0,135768,1,0,31,-16,2,-1
2020-02-25,Los Angeles,California,06037,1,0,10098052,2,1,13,3,3,-1
2020-02-25,Orange,California,06059,1,0,3164182,4,-1,14,2,3,0
2020-02-25,Sacramento,California,06067,1,0,1510023,4,2,30,3,3,-1
2020-02-25,San Diego,California,06073,1,0,3302833,2,-1,18,3,5,-1
2020-02-25,San Francisco,California,06075,3,0,870044,10,4,31,4,3,-1
2020-02-25,Santa Clara,California,06085,2,0,1922200,2,2,24,0,4,0
2020-02-25,Solano,California,06095,1,0,438530,3,2,24,8,4,-1
2020-02-26,Humboldt,California,06023,1,0,135768,6,0,27,-11,2,-1
2020-02-26,Los Angeles,California,06037,1,0,10098052,3,2,11,2,3,-1
2020-02-26,Marin,California,06041,1,0,260295,2,-3,14,3,0,0
2020-02-26,Napa,California,06055,1,0,140530,4,7,29,NA,0,-1
2020-02-26,Orange,California,06059,1,0,3164182,3,1,14,4,3,-1
2020-02-26,Sacramento,California,06067,3,0,1510023,5,3,29,3,2,-1
2020-02-26,San Diego,California,06073,1,0,3302833,4,1,15,4,3,-1
2020-02-26,San Francisco,California,06075,3,0,870044,4,3,13,1,0,0
2020-02-26,Santa Clara,California,06085,2,0,1922200,2,3,15,2,3,-1
2020-02-26,Solano,California,06095,11,0,438530,5,3,18,6,2,-1
2020-02-26,Sonoma,California,06097,1,0,501317,3,2,28,4,3,-1
2020-02-27,Humboldt,California,06023,1,0,135768,5,3,17,-14,2,0
2020-02-27,Los Angeles,California,06037,1,0,10098052,3,2,14,3,2,-1
2020-02-27,Marin,California,06041,1,0,260295,2,0,19,2,1,0
2020-02-27,Napa,California,06055,1,0,140530,4,10,32,NA,1,-1
2020-02-27,Orange,California,06059,1,0,3164182,3,2,9,3,2,0
2020-02-27,Sacramento,California,06067,3,0,1510023,7,3,29,5,1,-1
2020-02-27,San Diego,California,06073,1,0,3302833,3,1,10,2,3,-1
2020-02-27,San Francisco,California,06075,3,0,870044,5,3,20,4,1,-1
2020-02-27,Santa Clara,California,06085,2,0,1922200,4,5,24,2,2,-1
2020-02-27,Solano,California,06095,11,0,438530,6,3,21,9,2,-1
2020-02-27,Sonoma,California,06097,1,0,501317,3,7,29,5,2,-1
2020-02-28,Humboldt,California,06023,1,0,135768,6,3,-4,-17,8,0
2020-02-28,Los Angeles,California,06037,1,0,10098052,4,4,10,2,3,-1
2020-02-28,Marin,California,06041,1,0,260295,2,-2,10,2,2,-1
2020-02-28,Napa,California,06055,1,0,140530,6,7,9,NA,3,-1
2020-02-28,Orange,California,06059,1,0,3164182,3,3,10,2,3,-1
2020-02-28,Sacramento,California,06067,3,0,1510023,5,5,15,4,3,-1
2020-02-28,San Diego,California,06073,1,0,3302833,3,3,7,2,5,-1
2020-02-28,San Francisco,California,06075,3,0,870044,-1,5,6,-2,2,0
2020-02-28,Santa Clara,California,06085,3,0,1922200,2,6,10,-4,4,0
2020-02-28,Solano,California,06095,11,0,438530,4,4,19,8,4,0
2020-02-28,Sonoma,California,06097,1,0,501317,3,7,15,3,3,-1
2020-02-29,Humboldt,California,06023,1,0,135768,10,4,29,-30,3,-1
2020-02-29,Los Angeles,California,06037,1,0,10098052,3,4,11,0,2,-1
2020-02-29,Marin,California,06041,1,0,260295,6,1,0,1,1,0
2020-02-29,Napa,California,06055,1,0,140530,10,6,27,NA,5,-2
2020-02-29,Orange,California,06059,1,0,3164182,2,3,14,0,3,-1
2020-02-29,Sacramento,California,06067,3,0,1510023,6,7,25,0,1,-2
2020-02-29,San Diego,California,06073,1,0,3302833,4,2,15,-1,2,-1
2020-02-29,San Francisco,California,06075,3,0,870044,-5,3,-7,-13,2,1
2020-02-29,Santa Clara,California,06085,4,0,1922200,1,9,22,-4,4,0
2020-02-29,Solano,California,06095,11,0,438530,5,5,27,11,3,-1
2020-02-29,Sonoma,California,06097,1,0,501317,7,8,17,6,4,-1
2020-03-01,Alameda,California,06001,1,0,1643700,6,9,15,1,4,0
2020-03-01,Humboldt,California,06023,1,0,135768,15,8,24,-17,2,0
2020-03-01,Los Angeles,California,06037,1,0,10098052,4,3,-5,-3,1,0
2020-03-01,Marin,California,06041,1,0,260295,6,-2,-2,-1,2,0
2020-03-01,Napa,California,06055,1,0,140530,12,7,10,NA,1,0
2020-03-01,Orange,California,06059,1,0,3164182,2,1,-17,-5,0,1
2020-03-01,Sacramento,California,06067,3,0,1510023,11,4,26,1,2,-1
2020-03-01,San Diego,California,06073,1,0,3302833,2,-1,-20,-4,2,0
2020-03-01,San Francisco,California,06075,3,0,870044,-4,4,1,-5,4,0
2020-03-01,Santa Clara,California,06085,7,0,1922200,1,6,17,-8,4,0
2020-03-01,Solano,California,06095,12,0,438530,7,5,17,6,2,-1
2020-03-01,Sonoma,California,06097,1,0,501317,6,7,15,0,3,0
2020-03-02,Alameda,California,06001,1,0,1643700,4,7,7,-1,3,0
2020-03-02,Humboldt,California,06023,1,0,135768,5,9,18,-16,11,-1
2020-03-02,Los Angeles,California,06037,1,0,10098052,5,5,8,1,4,-1
2020-03-02,Marin,California,06041,1,0,260295,3,-1,9,-3,2,-1
2020-03-02,Napa,California,06055,1,0,140530,6,9,16,NA,4,-1
2020-03-02,Orange,California,06059,1,0,3164182,5,4,7,0,4,-1
2020-03-02,Placer,California,06061,1,0,380077,7,16,16,5,2,0
2020-03-02,Sacramento,California,06067,3,0,1510023,7,7,11,0,4,-1
2020-03-02,San Diego,California,06073,1,0,3302833,3,1,-3,-3,6,-1
2020-03-02,San Francisco,California,06075,3,0,870044,-2,10,13,-6,0,1
2020-03-02,San Mateo,California,06081,1,0,765935,2,12,19,-7,2,0
2020-03-02,Santa Clara,California,06085,9,0,1922200,2,9,16,-6,3,0
2020-03-02,Solano,California,06095,12,0,438530,7,5,11,7,3,-1
2020-03-02,Sonoma,California,06097,2,0,501317,4,6,20,3,3,-1
2020-03-03,Alameda,California,06001,2,0,1643700,5,12,41,0,1,-1
2020-03-03,Contra Costa,California,06013,1,0,1133247,7,11,28,0,2,-1
2020-03-03,Humboldt,California,06023,1,0,135768,11,10,34,-15,2,-2
2020-03-03,Los Angeles,California,06037,1,0,10098052,8,7,32,2,3,-1
2020-03-03,Marin,California,06041,1,0,260295,6,8,17,0,2,-1
2020-03-03,Napa,California,06055,1,0,140530,8,9,46,NA,2,-2
2020-03-03,Orange,California,06059,3,0,3164182,7,5,26,3,3,0
2020-03-03,Placer,California,06061,2,0,380077,7,17,35,17,2,-1
2020-03-03,Sacramento,California,06067,3,0,1510023,12,15,38,2,3,-2
2020-03-03,San Diego,California,06073,1,0,3302833,6,5,19,2,4,-1
2020-03-03,San Francisco,California,06075,3,0,870044,1,12,12,-3,-1,1
2020-03-03,San Mateo,California,06081,1,0,765935,3,11,39,-13,1,0
2020-03-03,Santa Clara,California,06085,11,0,1922200,6,7,54,-5,2,0
2020-03-03,Solano,California,06095,12,0,438530,8,10,29,8,3,-1
2020-03-03,Sonoma,California,06097,2,0,501317,4,9,38,4,4,-1
2020-03-04,Alameda,California,06001,2,0,1643700,1,6,23,-3,1,0
2020-03-04,Contra Costa,California,06013,1,0,1133247,3,7,21,-4,2,0
2020-03-04,Humboldt,California,06023,1,0,135768,7,6,27,-12,2,-1
2020-03-04,Los Angeles,California,06037,7,0,10098052,4,6,9,-1,2,0
2020-03-04,Marin,California,06041,1,0,260295,1,6,10,-1,1,0
2020-03-04,Napa,California,06055,1,0,140530,5,6,21,NA,1,0
2020-03-04,Orange,California,06059,3,0,3164182,2,3,11,-2,2,0
2020-03-04,Placer,California,06061,2,1,380077,3,12,27,8,1,0
2020-03-04,Sacramento,California,06067,3,0,1510023,5,11,32,-3,2,-1
2020-03-04,San Diego,California,06073,1,0,3302833,3,2,14,0,3,0
2020-03-04,San Francisco,California,06075,3,0,870044,-4,5,0,-4,-2,2
2020-03-04,San Mateo,California,06081,1,0,765935,0,6,26,-10,0,1
2020-03-04,Santa Clara,California,06085,14,0,1922200,-1,5,35,-7,2,1
2020-03-04,Solano,California,06095,12,0,438530,4,6,22,3,2,-1
2020-03-04,Sonoma,California,06097,3,0,501317,3,7,26,-1,2,-1
2020-03-05,Alameda,California,06001,2,0,1643700,1,6,12,-5,-1,1
2020-03-05,Contra Costa,California,06013,1,0,1133247,2,6,19,-3,1,0
2020-03-05,Humboldt,California,06023,1,0,135768,4,4,4,-19,2,0
2020-03-05,Los Angeles,California,06037,11,0,10098052,4,7,9,0,2,0
2020-03-05,Marin,California,06041,1,0,260295,2,11,4,-3,-1,1
2020-03-05,Napa,California,06055,1,0,140530,5,10,30,NA,0,0
2020-03-05,Orange,California,06059,3,0,3164182,2,3,9,-1,2,0
2020-03-05,Placer,California,06061,2,1,380077,3,11,39,21,1,-1
2020-03-05,Sacramento,California,06067,3,0,1510023,7,10,31,-1,2,-1
2020-03-05,San Diego,California,06073,1,0,3302833,3,3,9,-2,3,-1
2020-03-05,San Francisco,California,06075,5,0,870044,-4,6,-8,-9,-4,2
2020-03-05,San Mateo,California,06081,1,0,765935,0,8,8,-11,-3,2
2020-03-05,Santa Clara,California,06085,20,0,1922200,0,5,38,-9,0,1
2020-03-05,Solano,California,06095,12,0,438530,5,3,23,4,2,-1
2020-03-05,Sonoma,California,06097,3,0,501317,3,6,14,-1,2,0
2020-03-06,Alameda,California,06001,3,0,1643700,1,5,-1,-7,0,2
2020-03-06,Contra Costa,California,06013,4,0,1133247,0,6,2,-6,1,1
2020-03-06,Humboldt,California,06023,1,0,135768,3,3,0,-19,9,-1
2020-03-06,Los Angeles,California,06037,13,0,10098052,3,6,7,-2,2,0
2020-03-06,Marin,California,06041,1,0,260295,0,2,-8,-1,-1,2
2020-03-06,Napa,California,06055,1,0,140530,1,4,11,NA,2,0
2020-03-06,Orange,California,06059,3,0,3164182,1,2,6,-3,3,0
2020-03-06,Placer,California,06061,5,1,380077,1,11,15,8,1,1
2020-03-06,Sacramento,California,06067,3,0,1510023,1,8,12,-1,2,0
2020-03-06,San Diego,California,06073,1,0,3302833,2,4,8,-4,4,0
2020-03-06,San Francisco,California,06075,5,0,870044,-9,6,-15,-17,-8,5
2020-03-06,San Mateo,California,06081,1,0,765935,-3,8,1,-16,-6,4
2020-03-06,Santa Clara,California,06085,24,0,1922200,-4,5,18,-17,-5,4
2020-03-06,Solano,California,06095,12,0,438530,2,1,8,-1,3,0
2020-03-06,Sonoma,California,06097,3,0,501317,1,7,1,-2,1,0
2020-03-06,Yolo,California,06113,1,0,214977,3,-2,32,4,1,1
2020-03-07,Alameda,California,06001,3,0,1643700,-6,4,-23,-14,1,3
2020-03-07,Contra Costa,California,06013,4,0,1133247,-1,5,-15,-10,-1,2
2020-03-07,Fresno,California,06019,1,0,978130,11,7,18,1,2,-1
2020-03-07,Humboldt,California,06023,1,0,135768,11,4,31,-32,2,-1
2020-03-07,Los Angeles,California,06037,14,0,10098052,1,6,3,-4,2,0
2020-03-07,Madera,California,06039,1,0,155013,5,-6,37,51,-2,0
2020-03-07,Marin,California,06041,1,0,260295,-3,4,-28,-18,-3,2
2020-03-07,Napa,California,06055,1,0,140530,1,-2,-10,NA,0,1
2020-03-07,Orange,California,06059,3,0,3164182,-1,3,12,-4,2,0
2020-03-07,Placer,California,06061,5,1,380077,-3,1,-16,-23,-1,2
2020-03-07,Riverside,California,06065,1,0,2383286,4,5,10,5,3,0
2020-03-07,Sacramento,California,06067,3,0,1510023,-1,7,-20,-11,-2,1
2020-03-07,San Diego,California,06073,1,0,3302833,1,2,9,-9,2,0
2020-03-07,San Francisco,California,06075,11,0,870044,-12,1,-19,-24,0,4
2020-03-07,San Mateo,California,06081,1,0,765935,-6,6,-18,-21,0,4
2020-03-07,Santa Clara,California,06085,32,0,1922200,-10,0,-17,-18,0,4
2020-03-07,Santa Cruz,California,06087,1,0,273765,-1,8,-17,4,-1,2
2020-03-07,Solano,California,06095,12,0,438530,0,3,1,-5,1,1
2020-03-07,Sonoma,California,06097,3,0,501317,3,6,-1,-9,1,1
2020-03-07,Yolo,California,06113,1,0,214977,2,-2,4,3,2,2
2020-03-08,Alameda,California,06001,3,0,1643700,-2,4,14,-8,1,1
2020-03-08,Contra Costa,California,06013,9,0,1133247,0,6,13,-3,2,1
2020-03-08,Fresno,California,06019,1,0,978130,12,8,33,0,0,-1
2020-03-08,Humboldt,California,06023,1,0,135768,12,6,39,-14,2,-1
2020-03-08,Los Angeles,California,06037,14,0,10098052,3,4,16,-4,1,0
2020-03-08,Madera,California,06039,1,0,155013,7,-10,43,49,1,-1
2020-03-08,Marin,California,06041,1,0,260295,-3,2,-5,-10,1,1
2020-03-08,Napa,California,06055,1,0,140530,5,0,1,NA,1,1
2020-03-08,Orange,California,06059,3,0,3164182,1,0,17,-8,0,1
2020-03-08,Placer,California,06061,7,1,380077,2,8,16,-17,0,1
2020-03-08,Riverside,California,06065,1,0,2383286,5,6,-2,4,1,0
2020-03-08,Sacramento,California,06067,3,0,1510023,5,6,23,-5,0,0
2020-03-08,San Diego,California,06073,1,0,3302833,2,1,9,-8,1,0
2020-03-08,San Francisco,California,06075,11,0,870044,-13,-4,-8,-18,-2,3
2020-03-08,San Mateo,California,06081,1,0,765935,-4,7,18,-23,-2,2
2020-03-08,Santa Clara,California,06085,37,0,1922200,-8,-2,20,-19,0,2
2020-03-08,Santa Cruz,California,06087,1,0,273765,6,11,6,11,3,0
2020-03-08,Solano,California,06095,12,0,438530,3,3,5,8,1,0
2020-03-08,Sonoma,California,06097,3,0,501317,2,5,21,-1,1,1
2020-03-08,Yolo,California,06113,1,0,214977,5,5,19,10,3,1
2020-03-09,Alameda,California,06001,24,0,1643700,0,6,18,-15,-6,4
2020-03-09,Contra Costa,California,06013,9,0,1133247,2,7,22,-10,0,1
2020-03-09,Fresno,California,06019,1,0,978130,8,10,22,1,2,-1
2020-03-09,Humboldt,California,06023,1,0,135768,0,9,33,-15,7,-1
2020-03-09,Los Angeles,California,06037,19,0,10098052,3,7,6,-4,3,0
2020-03-09,Madera,California,06039,1,0,155013,7,0,29,45,6,-1
2020-03-09,Marin,California,06041,2,0,260295,2,4,16,-9,-3,2
2020-03-09,Napa,California,06055,1,0,140530,5,4,37,NA,3,0
2020-03-09,Orange,California,06059,5,0,3164182,3,2,9,-6,3,0
2020-03-09,Placer,California,06061,7,1,380077,3,12,25,4,2,0
2020-03-09,Riverside,California,06065,4,0,2383286,6,9,8,5,4,0
2020-03-09,Sacramento,California,06067,9,0,1510023,2,8,25,-6,0,0
2020-03-09,San Diego,California,06073,2,0,3302833,3,2,7,-6,4,0
2020-03-09,San Francisco,California,06075,16,0,870044,-8,7,2,-22,-18,8
2020-03-09,San Mateo,California,06081,9,0,765935,-1,6,24,-24,-11,5
2020-03-09,Santa Clara,California,06085,43,1,1922200,-3,3,29,-24,-12,6
2020-03-09,Santa Cruz,California,06087,2,0,273765,4,9,13,-2,4,1
2020-03-09,Shasta,California,06089,1,0,179085,8,7,33,5,2,-1
2020-03-09,Solano,California,06095,12,0,438530,4,5,26,8,2,0
2020-03-09,Sonoma,California,06097,3,0,501317,1,5,27,-2,3,0
2020-03-09,Yolo,California,06113,1,0,214977,4,-1,36,5,2,1
2020-03-10,Alameda,California,06001,25,0,1643700,-1,8,29,-15,-9,4
2020-03-10,Contra Costa,California,06013,9,0,1133247,2,9,28,-12,-2,2
2020-03-10,Fresno,California,06019,1,0,978130,6,8,1,-5,1,0
2020-03-10,Humboldt,California,06023,1,0,135768,6,7,41,-21,1,-1
2020-03-10,Los Angeles,California,06037,20,0,10098052,-3,3,-29,-13,-2,3
2020-03-10,Madera,California,06039,1,0,155013,8,-5,29,44,-2,1
2020-03-10,Marin,California,06041,2,0,260295,0,7,22,-10,-4,3
2020-03-10,Napa,California,06055,1,0,140530,7,10,53,NA,2,-1
2020-03-10,Orange,California,06059,5,0,3164182,-1,1,-30,-15,-1,4
2020-03-10,Placer,California,06061,7,1,380077,2,15,41,14,1,0
2020-03-10,Riverside,California,06065,4,0,2383286,1,5,-35,-6,-3,3
2020-03-10,Sacramento,California,06067,9,1,1510023,2,11,38,-3,-1,0
2020-03-10,San Diego,California,06073,2,0,3302833,-4,-2,-32,-14,-1,3
2020-03-10,San Francisco,California,06075,17,0,870044,-6,10,9,-24,-21,9
2020-03-10,San Joaquin,California,06077,1,0,732212,7,7,23,1,-1,0
2020-03-10,San Mateo,California,06081,9,0,765935,-1,9,33,-29,-14,7
2020-03-10,Santa Clara,California,06085,45,1,1922200,-3,6,30,-28,-16,7
2020-03-10,Santa Cruz,California,06087,2,0,273765,2,12,10,-14,-3,3
